description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Tal + 2PG = Ral	1				100					3	r07	gem4,qty=2						r08																																																																																							0
Ral + 2PG = Ort	1				100					3	r08	gem4,qty=2						r09																																																																																							0
Ort + 2PG = Thul	1				100					3	r09	gem4,qty=2						r10																																																																																							0
Thul + 3PG = Amn	1				100					4	r10	gem4,qty=3						r11																																																																																							0
Amn + 3PG = Sol	1				100					4	r11	gem4,qty=3						r12																																																																																							0
Sol + 3PG = Shael	1				100					4	r12	gem4,qty=3						r13																																																																																							0
Shael + 3PG = Dol	1				100					4	r13	gem4,qty=3						r14																																																																																							0
Dol + 3PG = Hel	1				100					4	r14	gem4,qty=3						r15																																																																																							0
Hel + 4PG = Io	1				100					5	r15	gem4,qty=4						r16																																																																																							0
Io + 4PG = Lum	1				100					5	r16	gem4,qty=4						r17																																																																																							0
Lum + 4PG = Ko	1				100					5	r17	gem4,qty=4						r18																																																																																							0
Ko + 4PG = Fal	1				100					5	r18	gem4,qty=4						r19																																																																																							0
Fal + 5PG = Lem	1				100					6	r19	gem4,qty=5						r20																																																																																							0
Lem + 5PG = Pul	1				100					6	r20	gem4,qty=5						r21																																																																																							0
Pul + 5PG = Um	1				100					6	r21	gem4,qty=5						r22																																																																																							0
Um + 6PG + UE = Mal	1				100					8	r22	gem4,qty=6	elx					r23																																																																																							0
Mal + 6PG + UE = Ist	1				100					8	r23	gem4,qty=6	elx					r24																																																																																							0
Ist + 6PG + UE = Gul	1				100					8	r24	gem4,qty=6	elx					r25																																																																																							0
Gul + 7PG + 2UE = Vex	1				100					10	r25	gem4,qty=7	elx,qty=2					r26																																																																																							0
Vex + 7PG + 2UE = Ohm	1				100					10	r26	gem4,qty=7	elx,qty=2					r27																																																																																							0
Ohm + 7PG + 2UE = Lo	1				100					10	r27	gem4,qty=7	elx,qty=2					r28																																																																																							0
Lo + 7PG + 2UE = Sur	1				100					10	r28	gem4,qty=7	elx,qty=2					r29																																																																																							0
Sur + 8PG + 3UE = Ber	1				100					12	r29	gem4,qty=8	elx,qty=3					r30																																																																																							0
Ber + 8PG + 3UE = Jah	1				100					12	r30	gem4,qty=8	elx,qty=3					r31																																																																																							0
Jah + 8PG + 3UE = Cham	1				100					12	r31	gem4,qty=8	elx,qty=3					r32																																																																																							0
Cham + 8PG + 3UE = Zod	1				100					12	r32	gem4,qty=8	elx,qty=3					r33																																																																																							0
Concentrated Unique Essence -> 3 UE	1				100					1	flg							elx																													elx																													elx																													0
Concentrated Set Essence -> 3 SE	1				100					1	luv							hrb																													hrb																													hrb																													0
2 SE -> UE	1				100					2	hrb,qty=2							elx																																																																																							0
Normal unique weapon => 1 Essence	1				100					1	weap,bas,uni							elx																																																																																							0
Normal unique armour => 1 Essence	1				100					1	armo,bas,uni							elx																																																																																							0
Exceptional unique armour => 2 Essence	1				100					1	armo,exc,uni							elx																													elx																																																										0
Exceptional unique weapon => 3 UE	1				100					1	weap,exc,uni							flg																																																																																							0
Elite unique armour => 3 Essence	1				100					1	armo,eli,uni							flg																																																																																							0
Elite unique weapon => 5 Essence	1				100					1	weap,eli,uni							flg																													elx																													elx																													0
Unique ring => 2 UE	1				100					1	ring,uni							elx																													elx																																																										0
Unique amulet => 3 UE	1				100					1	amu,uni							flg																																																																																							0
Unique charm => 9 Essence	1				100					1	cm3,uni							flg																													flg																													flg																													0
Unique jewel => 9 Essence	1				100					1	jew,uni							flg																													flg																													flg																													0
Normal set weapon => 1 Essence	1				100					1	weap,bas,set							hrb																																																																																							0
Normal set armour => 1 Essence	1				100					1	armo,bas,set							hrb																																																																																							0
Exceptional set armour => 2 Essence	1				100					1	armo,exc,set							hrb																													hrb																																																										0
Exceptional set weapon => 3 SE	1				100					1	weap,exc,set							luv																																																																																							0
Elite set armour => 3 Essence	1				100					1	armo,eli,set							luv																																																																																							0
Elite set weapon => 5 Essence	1				100					1	weap,eli,set							luv																													hrb																													hrb																													0
Set ring => 2 SE	1				100					1	ring,set							hrb																													hrb																																																										0
Set amulet => 3 SE	1				100					1	amu,set							luv																																																																																							0
Zod rune + magic item -> Cham + reroll	1				100					2	any,mag	r33						usetype,mag			100																										r32																																																										0
Zod rune + rare item -> Cham + reroll	1				100					2	any,rar	r33						usetype,rar			100																										r32																																																										0
Cham + magic item -> Jah + reroll	1				100					2	any,mag	r32						usetype,mag			100																										r31																																																										0
Cham + rare item -> Jah + reroll	1				100					2	any,rar	r32						usetype,rar			100																										r31																																																										0
Jah + magic item -> Ber + reroll	1				100					2	any,mag	r31						usetype,mag			100																										r30																																																										0
Jah + rare item -> Ber + reroll	1				100					2	any,rar	r31						usetype,rar			100																										r30																																																										0
Ber + magic item -> Sur + reroll	1				100					2	any,mag	r30						usetype,mag			100																										r29																																																										0
Ber + rare item -> Sur + reroll	1				100					2	any,rar	r30						usetype,rar			100																										r29																																																										0
Sur + magic item -> Lo + reroll	1				100					2	any,mag	r29						usetype,mag			100																										r28																																																										0
Sur + rare item -> Lo + reroll	1				100					2	any,rar	r29						usetype,rar			100																										r28																																																										0
Lo + magic item -> Ohm + reroll	1				100					2	any,mag	r28						usetype,mag			100																										r27																																																										0
Lo + rare item -> Ohm + reroll	1				100					2	any,rar	r28						usetype,rar			100																										r27																																																										0
Ohm + magic item -> Vex + reroll	1				100					2	any,mag	r27						usetype,mag			100																										r26																																																										0
Ohm + rare item -> Vex + reroll	1				100					2	any,rar	r27						usetype,rar			100																										r26																																																										0
Vex + magic item -> Gul + reroll	1				100					2	any,mag	r26						usetype,mag			100																										r25																																																										0
Vex + rare item -> Gul + reroll	1				100					2	any,rar	r26						usetype,rar			100																										r25																																																										0
Gul + magic item -> Ist + reroll	1				100					2	any,mag	r25						usetype,mag			100																										r24																																																										0
Gul + rare item -> Ist + reroll	1				100					2	any,rar	r25						usetype,rar			100																										r24																																																										0
Ist + magic item -> Mal + reroll	1				100					2	any,mag	r24						usetype,mag			100																										r23																																																										0
Ist + rare item -> Mal + reroll	1				100					2	any,rar	r24						usetype,rar			100																										r23																																																										0
Mal + magic item -> Um + reroll	1				100					2	any,mag	r23						usetype,mag			100																										r22																																																										0
Mal + rare item -> Um + reroll	1				100					2	any,rar	r23						usetype,rar			100																										r22																																																										0
Um + magic item -> Pul + reroll	1				100					2	any,mag	r22						usetype,mag			100																										r21																																																										0
Um + rare item -> Pul + reroll	1				100					2	any,rar	r22						usetype,rar			100																										r21																																																										0
Pul + magic item -> Lem + reroll	1				100					2	any,mag	r21						usetype,mag			100																										r20																																																										0
Pul + rare item -> Lem + reroll	1				100					2	any,rar	r21						usetype,rar			100																										r20																																																										0
